Category,Created,Link,Title
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 10:48 AM,https://cafef.vn/nhieu-chi-cuc-thue-cua-tphcm-dang-qua-tai-188230721100310013.chn,Nhiều chi cục thuế của TP.HCM đang quá tải
Tài chính - ngân hàng,21-07-2023 - 03:29 PM,https://cafef.vn/co-phieu-ngan-hang-khoi-nghia-cuoi-phien-sac-xanh-ap-dao-188230721152910259.chn,"Cổ phiếu ngân hàng “khởi nghĩa” cuối phiên, sắc xanh áp đảo"
Tài chính - ngân hàng,21-07-2023 - 12:38 PM,https://cafef.vn/hot-girl-7-thu-tieng-khanh-vy-va-travel-blogger-to-di-dau-chia-se-bi-quyet-du-lich-nuoc-ngoai-sieu-tiet-kiem-18823072112384632.chn,“Hot girl 7 thứ tiếng” Khánh Vy và travel blogger Tô Đi Đâu chia sẻ bí quyết du lịch nước ngoài siêu tiết kiệm
Tài chính - ngân hàng,21-07-2023 - 11:27 AM,https://cafef.vn/kqkd-ngan-hang-quy-2-2023-cap-nhat-abbank-tpbank-xuat-hien-nhung-dien-bien-bat-ngo-188230721112806091.chn,"KQKD ngân hàng quý 2/2023: Cập nhật ABBank, TPBank, xuất hiện những diễn biến bất ngờ"
Tài chính - ngân hàng,21-07-2023 - 10:30 AM,https://cafef.vn/ts-can-van-luc-thu-tuong-nhnn-mong-muon-do-tre-cstt-ngan-hon-thong-thuong-la-2-3-thang-nhung-gio-chi-khoang-1-2-thang-nhanh-nhat-co-the-thi-moi-kip-thoi-188230721101902722.chn,"TS. Cấn Văn Lực: Thủ tướng, NHNN mong muốn độ trễ CSTT ngắn hơn, thông thường là 2-3 tháng nhưng giờ chỉ khoảng 1-2 tháng, nhanh nhất có thể thì mới kịp thời"
Tài chính - ngân hàng,21-07-2023 - 10:18 AM,https://cafef.vn/them-bvbank-tham-gia-goi-tin-dung-uu-dai-cho-lam-thuy-san-188230721101856582.chn,"Thêm BVBank tham gia gói tín dụng ưu đãi cho lâm, thủy sản"
Tài chính - ngân hàng,21-07-2023 - 08:15 AM,https://cafef.vn/bo-truong-tai-chinh-my-danh-gia-the-nao-ve-chinh-sach-tien-te-va-ty-gia-cua-viet-nam-188230721081512691.chn,Bộ trưởng Tài chính Mỹ đánh giá thế nào về chính sách tiền tệ và tỷ giá của Việt Nam?
Tài chính - ngân hàng,21-07-2023 - 08:00 AM,https://cafef.vn/doanh-nghiep-logistic-duoc-ho-tro-vay-von-nhanh-voi-lai-suat-chi-tu-799-nam-188230721072131328.chn,"Doanh nghiệp Logistic được hỗ trợ vay vốn nhanh với lãi suất chỉ từ 7,99%/năm"
Bất động sản,21-07-2023 - 04:06 PM,https://cafef.vn/ha-noi-se-co-tuyen-duong-rong-175m-tu-truong-tieu-hoc-chat-luong-cao-yen-so-noi-den-vanh-dai-3-188230721160136136.chn,"Hà Nội: Sẽ có tuyến đường rộng 17,5m từ Trường Tiểu học chất lượng cao Yên Sở nối đến Vành đai 3"
Bất động sản,21-07-2023 - 04:06 PM,https://cafef.vn/gia-nha-dat-do-gioi-tre-trung-quoc-chon-song-trong-nha-xe-18823072115172078.chn,"Giá nhà đắt đỏ, giới trẻ Trung Quốc chọn sống trong ‘nhà xe’"
Bất động sản,21-07-2023 - 02:50 PM,https://cafef.vn/ly-do-nhieu-doanh-nghiep-bat-dong-san-vuot-chi-tieu-loi-nhuan-188230721141618778.chn,Lý do nhiều doanh nghiệp bất động sản vượt chỉ tiêu lợi nhuận
Bất động sản,21-07-2023 - 02:12 PM,https://cafef.vn/sau-chung-cu-dat-nen-da-bat-dau-hoi-sinh-khach-da-chot-hang-chuc-lo-mot-dot-mo-ban-188230721141354215.chn,"Sau chung cư, đất nền đã bắt đầu “hồi sinh”: Khách đã chốt hàng chục lô một đợt mở bán"
Bất động sản,21-07-2023 - 02:11 PM,https://cafef.vn/ngong-15-nam-van-chua-duoc-giao-dat-dich-vu-188230721141045029.chn,“Ngóng” 15 năm vẫn chưa được giao đất dịch vụ
Bất động sản,21-07-2023 - 01:56 PM,https://cafef.vn/ban-mai-khong-duoc-nha-dau-tu-co-gong-them-cho-tin-hieu-tu-thi-truong-188230721135431785.chn,"Bán mãi không được, nhà đầu tư cố “gồng thêm” chờ tín hiệu từ thị trường"
Bất động sản,21-07-2023 - 01:30 PM,https://cafef.vn/du-lich-da-nang-se-troi-day-voi-loat-san-pham-dang-cap-moi-188230721123310007.chn,Du lịch Đà Nẵng sẽ trỗi dậy với loạt sản phẩm đẳng cấp mới
Bất động sản,21-07-2023 - 10:28 AM,https://cafef.vn/xay-3-cay-cau-ket-noi-tphcm-voi-long-an-tien-giang-188230721102724714.chn,"Xây 3 cây cầu kết nối Tp.HCM với Long An, Tiền Giang"
Tài chính quốc tế,21-07-2023 - 06:13 AM,https://cafef.vn/trung-quoc-so-huu-thang-len-troi-gay-chan-dong-chi-phi-khung-hon-614-ty-dong-bay-cao-326-met-chi-trong-vong-1-phut3-nam-la-xay-xong-toan-bo-188230720204325296.chn,"Trung Quốc sở hữu ""thang lên trời"" gây chấn động: Chi phí khủng hơn 614 tỷ đồng, ‘bay cao’ 326 mét chỉ trong vòng 1 phút…3 năm là xây xong toàn bộ"
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 10:18 AM,https://cafef.vn/nuoc-cuon-cuon-do-ve-ho-thuy-dien-mien-bac-san-luong-dien-tang-vot-18823072110044887.chn,"Nước cuồn cuộn đổ về hồ thủy điện miền Bắc, sản lượng điện tăng vọt"
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 09:46 AM,https://cafef.vn/hoan-thue-vat-cham-anh-huong-den-dong-von-cua-doanh-nghiep-188230721065633282.chn,"Hoàn thuế VAT chậm, ảnh hưởng đến dòng vốn của doanh nghiệp"
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 09:17 AM,https://cafef.vn/de-xuat-thu-phi-cao-toc-dau-tu-bang-ngan-sach-muc-phi-cao-bang-duong-bot-18823072106580527.chn,Đề xuất thu phí cao tốc đầu tư bằng ngân sách: Mức phí cao bằng đường BOT?
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 09:09 AM,https://cafef.vn/foxconn-da-kiem-hon-7500-ty-dong-loi-nhuan-tu-cac-don-vi-o-viet-nam-nam-2022-188230721091017805.chn,16 đơn vị tại Việt Nam giúp Foxconn có lợi nhuận 7.500 tỷ đồng: Mảng kinh doanh nào thu lợi lớn nhất?
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 08:25 AM,https://cafef.vn/ham-truong-vinh-noi-thanh-hoa-nghe-an-tang-toc-ve-dich-18823072106551174.chn,Hầm Trường Vinh nối Thanh Hóa - Nghệ An tăng tốc về đích
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 07:53 AM,https://cafef.vn/de-nghi-malaysia-ho-tro-viet-nam-phat-trien-nganh-cong-nghiep-halal-188230720204507977.chn,Đề nghị Malaysia hỗ trợ Việt Nam phát triển ngành công nghiệp Halal
Kinh tế vĩ mô - Đầu tư,21-07-2023 - 07:21 AM,https://cafef.vn/chi-so-ho-chieu-viet-nam-tang-10-bac-bo-ngoai-giao-neu-ke-hoach-cai-thien-thu-hang-188230720172801294.chn,"Chỉ số hộ chiếu Việt Nam tăng 10 bậc, Bộ Ngoại giao nêu kế hoạch cải thiện thứ hạng"
Bất động sản,21-07-2023 - 09:59 AM,https://cafef.vn/ha-noi-dieu-chinh-sieu-du-an-huyen-vung-ven-co-cao-oc-45-tang-188230721095739605.chn,"Hà Nội điều chỉnh 'siêu' dự án huyện vùng ven, có cao ốc 45 tầng"
Bất động sản,21-07-2023 - 09:58 AM,https://cafef.vn/danh-thuc-hang-chuc-ngan-ha-dat-ngoai-thanh-188230721091709089.chn,Đánh thức hàng chục ngàn ha đất ngoại thành
Bất động sản,21-07-2023 - 09:56 AM,https://cafef.vn/san-moi-gioi-phai-ra-phap-ly-du-an-du-dieu-kien-moi-duoc-mo-ban-188230721091838225.chn,"Sàn môi giới phải rà pháp lý, dự án đủ điều kiện mới được mở bán"
Bất động sản,21-07-2023 - 09:11 AM,https://cafef.vn/du-an-tuyen-duong-bo-ven-bien-hai-phong-thai-binh-thi-cong-cam-chung-cho-giai-cuu-188230721091101123.chn,Dự án tuyến đường bộ ven biển Hải Phòng – Thái Bình thi công cầm chừng chờ giải cứu
Bất động sản,21-07-2023 - 09:08 AM,https://cafef.vn/dong-du-phi-bao-tri-cu-dan-osaka-complex-van-khong-co-tien-van-hanh-chung-cu-188230721090752865.chn,"Đóng đủ phí bảo trì, cư dân Osaka Complex vẫn không có tiền vận hành chung cư"
Bất động sản,21-07-2023 - 09:04 AM,https://cafef.vn/loat-dat-biet-thu-khu-dan-cu-dau-gia-nhieu-lan-khong-co-nguoi-mua-188230721074223269.chn,"Loạt đất biệt thự, khu dân cư đấu giá nhiều lần không có người mua"
Bất động sản,21-07-2023 - 08:45 AM,https://cafef.vn/bat-chap-thi-truong-bat-dong-san-tram-lang-nam-long-van-bao-lai-231-ty-dong-188230721080404575.chn,"Bất chấp thị trường bất động sản trầm lắng, Nam Long vẫn báo lãi 231 tỷ đồng"
Bất động sản,21-07-2023 - 08:44 AM,https://cafef.vn/o-at-rao-ban-khach-san-tu-vai-tram-ty-den-ca-nghin-ty-dong-giua-mua-cao-diem-du-lich-188230721080821329.chn,Ồ ạt rao bán khách sạn từ vài trăm tỷ đến cả nghìn tỷ đồng giữa mùa cao điểm du lịch
Lifestyle,21-07-2023 - 04:25 PM,https://cafef.vn/2-lan-truot-dai-hoc-phai-lam-phu-ho-de-kiem-song-nguoi-dan-ong-vut-len-thanh-vua-nuoc-dong-chai-188230721162652891.chn,"2 lần trượt đại học, phải làm phụ hồ để kiếm sống, người đàn ông vụt lên thành “vua nước đóng chai”"
Lifestyle,21-07-2023 - 04:05 PM,https://cafef.vn/mot-trao-luu-nghi-huu-ruc-ro-dang-ro-len-o-dat-nuoc-ti-dan-u80-van-hoc-dai-hoc-chi-vai-trieu-dong-de-hoc-cam-hoa-catwalk-cho-yeu-doi-18823072116072317.chn,"Một trào lưu “nghỉ hưu rực rỡ” đang rộ lên ở đất nước tỉ dân: U80 vẫn học đại học, chi vài triệu đồng để học cắm hoa, catwalk cho… yêu đời"
Lifestyle,21-07-2023 - 03:14 PM,https://cafef.vn/kham-pha-du-thuyen-lon-nhat-the-gioi-to-gap-5-lan-tau-titanic-va-duoc-thiet-ke-voi-chi-tiet-chua-tung-co-188230721151532852.chn,"Khám phá du thuyền lớn nhất thế giới, to gấp 5 lần tàu Titanic và được thiết kế với chi tiết chưa từng có"
Lifestyle,21-07-2023 - 02:35 PM,https://cafef.vn/bep-truong-hai-sao-michelin-dan-thuc-khach-du-ngoan-vung-lombardy-duyen-dang-cua-nuoc-y-ngay-tai-sai-gon-18823072113442899.chn,Bếp trưởng hai sao Michelin dẫn thực khách du ngoạn vùng Lombardy duyên dáng của nước Ý ngay tại Sài Gòn
Lifestyle,21-07-2023 - 02:15 PM,https://cafef.vn/chan-tu-dan-to-chuc-le-cuoi-o-tuoi-60-voi-vo-la-con-gai-vua-kim-cuong-188230721134241404.chn,"Chân Tử Đan tổ chức lễ cưới ở tuổi 60 với vợ là con gái ""vua kim cương"""
Lifestyle,21-07-2023 - 01:38 PM,https://cafef.vn/mon-banh-mi-cuc-don-gian-nhung-lai-tao-hang-nghin-cuoc-ban-luan-day-ngo-ngang-ve-su-khac-nhau-o-tphcm-va-ha-noi-188230721134020138.chn,Món bánh mì cực đơn giản nhưng lại tạo hàng nghìn cuộc bàn luận đầy ngỡ ngàng về sự khác nhau ở TP.HCM và Hà Nội
Lifestyle,21-07-2023 - 12:14 PM,https://cafef.vn/noi-that-mini-cooper-2024-lan-dau-lo-dien-trong-don-gian-nhung-lai-toan-do-xin-thiet-ke-van-doc-nhat-thi-truong-188230721104118312.chn,"Nội thất Mini Cooper 2024 lần đầu lộ diện: Trông đơn giản nhưng lại toàn đồ 'xịn', thiết kế vẫn độc nhất thị trường"
Lifestyle,21-07-2023 - 10:32 AM,https://cafef.vn/ai-nu-cua-ong-vua-cuc-ao-lan-dau-tiet-lo-ve-em-gai-sinh-doi-la-nghien-cuu-sinh-tien-si-cung-chi-dieu-hanh-4-cong-ty-va-chuyen-hai-huoc-vi-qua-giong-nhau-188230721102538769.chn,"Ái nữ của ông “vua cúc áo” lần đầu tiết lộ về em gái sinh đôi: Là nghiên cứu sinh Tiến sĩ, cùng chị điều hành 4 công ty và chuyện hài hước vì quá giống nhau"
Lifestyle,21-07-2023 - 10:12 AM,https://cafef.vn/cap-nhat-moi-nhat-gia-ve-cac-diem-du-lich-o-quang-binh-188230721084146221.chn,Cập nhật mới nhất giá vé các điểm du lịch ở Quảng Bình
Lifestyle,21-07-2023 - 09:55 AM,https://cafef.vn/may-bay-bi-khong-tac-kiem-soat-nu-tiep-vien-nhanh-tri-cuu-mang-hon-300-hanh-khach-tro-thanh-huyen-thoai-vinh-cuu-cua-nganh-hang-khong-188230721094906707.chn,"Máy bay bị không tặc kiểm soát, nữ tiếp viên nhanh trí cứu mạng hơn 300 hành khách, trở thành huyền thoại vĩnh cửu của ngành hàng không"
Lifestyle,21-07-2023 - 09:33 AM,https://cafef.vn/chi-23-ty-cai-tao-nha-theo-phong-cach-toi-gian-khong-gian-rong-rai-nhung-lieu-co-nham-chan-188230721093743332.chn,"Chi 2,3 tỷ cải tạo nhà theo phong cách tối giản: Không gian rộng rãi nhưng liệu có nhàm chán?"
Lifestyle,21-07-2023 - 08:52 AM,https://cafef.vn/khi-gioi-tre-thuong-thuc-mon-pho-com-nguoi-ngo-binh-di-nhung-lai-la-my-vi-thoi-ong-ba-anh-188230721085545284.chn,"Khi giới trẻ thưởng thức món ""phở cơm nguội"", ngỡ bình dị nhưng lại là mỹ vị thời ông bà anh"
Lifestyle,21-07-2023 - 08:31 AM,https://cafef.vn/bo-nghe-duoc-si-di-cuoc-dat-trong-hoa-chi-300-trieu-cho-khu-vuon-da-bi-nhieu-tan-nhang-nhung-thay-dang-188230721065054174.chn,"Bỏ nghề dược sĩ đi cuốc đất, trồng hoa: Chi 300 triệu cho khu vườn, da bị nhiều tàn nhang nhưng thấy đáng"
Lifestyle,21-07-2023 - 07:20 AM,https://cafef.vn/tang-thanh-ha-khoe-anh-du-ngoan-nhat-ban-tiet-lo-cau-ut-nang-dong-188230721065257815.chn,"Tăng Thanh Hà khoe ảnh du ngoạn Nhật Bản, tiết lộ cậu út năng động"
Lifestyle,21-07-2023 - 12:48 AM,https://cafef.vn/tu-van-thiet-ke-tu-2-thanh-3-phong-ngu-trong-can-ho-54m2-188230720222801032.chn,Tư vấn thiết kế từ 2 thành 3 phòng ngủ trong căn hộ 54m2
Xã hội,21-07-2023 - 04:29 PM,https://cafef.vn/bat-tam-giam-giam-doc-trung-tam-ly-lich-tu-phap-quoc-gia-188230721163142803.chn,Bắt tạm giam Giám đốc Trung tâm Lý lịch tư pháp quốc gia
Xã hội,21-07-2023 - 03:42 PM,https://cafef.vn/nop-khac-phuc-185-trieu-usd-cuu-pho-giam-doc-cong-an-ha-noi-de-nghi-duoc-tra-lai-146-mieng-vang-188230721154403874.chn,"Nộp khắc phục 1,85 triệu USD, cựu Phó Giám đốc Công an Hà Nội đề nghị được trả lại 146 miếng vàng"
Xã hội,21-07-2023 - 02:35 PM,https://cafef.vn/ky-luat-giam-doc-so-y-te-dak-lak-188230721143728191.chn,Kỷ luật Giám đốc Sở Y tế Đắk Lắk
Xã hội,21-07-2023 - 11:04 AM,https://cafef.vn/sap-nhap-huyen-xa-tien-luong-phu-cap-chuc-vu-lanh-dao-duoc-bao-luu-188230721110822556.chn,"Sáp nhập huyện, xã: Tiền lương, phụ cấp chức vụ lãnh đạo được bảo lưu"
Xã hội,21-07-2023 - 10:46 AM,https://cafef.vn/infographic-nhan-dien-hanh-vi-loi-dung-lam-dung-chuc-vu-quyen-han-chay-chuc-chay-quyen-188230721102944615.chn,"[Infographic] Nhận diện hành vi lợi dụng, lạm dụng chức vụ, quyền hạn, chạy chức, chạy quyền"
Thị trường chứng khoán,21-07-2023 - 04:07 PM,https://cafef.vn/phien-21-7-khoi-ngoai-tro-lai-mua-rong-tam-diem-vcb-188230721160732165.chn,"Phiên 21/7: Khối ngoại trở lại mua ròng, tâm điểm VCB"
Thị trường chứng khoán,21-07-2023 - 03:56 PM,https://cafef.vn/dong-tien-hao-hung-nhap-cuoc-vn-index-huong-moc-1200-diem-188230721155703786.chn,"Dòng tiền hào hứng nhập cuộc, VN-Index hướng mốc 1.200 điểm"
Thị trường chứng khoán,21-07-2023 - 03:49 PM,https://cafef.vn/the-gioi-di-dong-mwg-khop-lenh-ky-luc-co-phieu-tang-kich-tran-len-dinh-9-thang-188230721155001064.chn,"Thế Giới Di Động (MWG) khớp lệnh kỷ lục, cổ phiếu tăng kịch trần lên đỉnh 9 tháng"
Thị trường chứng khoán,21-07-2023 - 02:15 PM,https://cafef.vn/mia-duong-son-la-sls-bao-lai-ky-luc-hon-500-ty-trong-nien-vu-2022-2023-eps-dat-tren-53000-dong-cp-188230721140609837.chn,"Mía đường Sơn La (SLS) báo lãi kỷ lục hơn 500 tỷ trong niên vụ 2022 - 2023, EPS đạt trên 53.000 đồng/cp"
Thị trường chứng khoán,21-07-2023 - 01:30 PM,https://cafef.vn/6-thang-dau-nam-loi-nhuan-sau-thue-dnse-tang-479-so-voi-cung-ky-188230721114036819.chn,"6 tháng đầu năm, lợi nhuận sau thuế DNSE tăng 479% so với cùng kỳ"
Xã hội,21-07-2023 - 09:30 AM,https://cafef.vn/dieu-kien-muc-huong-luong-huu-nam-2023-nguoi-lao-dong-can-biet-188230721091308024.chn,"Điều kiện, mức hưởng lương hưu năm 2023 người lao động cần biết"
Xã hội,21-07-2023 - 09:09 AM,https://cafef.vn/chinh-phu-de-nghi-giam-phi-cong-doan-xuong-muc-1-188230721091119446.chn,Chính phủ đề nghị giảm phí công đoàn xuống mức 1%
Xã hội,21-07-2023 - 07:08 AM,https://cafef.vn/ma-tran-chuong-cop-tiem-an-hiem-hoa-khi-xay-ra-chay-lon-o-ha-noi-188230721070927962.chn,Ma trận “chuồng cọp” tiềm ẩn hiểm họa khi xảy ra cháy lớn ở Hà Nội
Xã hội,21-07-2023 - 06:50 AM,https://cafef.vn/vi-tri-dat-tru-so-moi-cua-36-co-quan-trung-uong-co-gi-dac-biet-188230721065156987.chn,Vị trí đặt trụ sở mới của 36 cơ quan trung ương có gì đặc biệt?
Thị trường chứng khoán,21-07-2023 - 11:53 AM,https://cafef.vn/hoa-chat-duc-giang-dgc-bao-lai-quy-2-giam-qua-nua-so-voi-cung-ky-60-tai-san-dem-gui-ngan-hang-188230721115319675.chn,"Hoá chất Đức Giang (DGC) báo lãi quý 2 giảm quá nửa so với cùng kỳ, 60% tài sản đem gửi ngân hàng"
Thị trường chứng khoán,21-07-2023 - 11:51 AM,https://cafef.vn/dau-tu-nhan-hieu-viet-abr-bao-lai-quy-2-tang-truong-gap-27-lan-cung-ky-nam-truoc-188230721112411967.chn,"Đầu tư Nhãn hiệu Việt (ABR) báo lãi quý 2 tăng trưởng gấp 2,7 lần cùng kỳ năm trước"
Thị trường chứng khoán,21-07-2023 - 10:56 AM,https://cafef.vn/doanh-nghiep-chuyen-cho-khach-ra-dao-bao-lai-tang-truong-gan-gap-doi-sau-nua-nam-co-phieu-bat-ngo-giam-kich-san-188230721104835717.chn,"Doanh nghiệp chuyên chở khách ra đảo báo lãi tăng trưởng gần gấp đôi sau nửa năm, cổ phiếu bất ngờ giảm kịch sàn"
Thị trường chứng khoán,21-07-2023 - 09:47 AM,https://cafef.vn/nha-dau-tu-van-can-tim-hieu-ky-trong-viec-giao-dich-trai-phieu-doanh-nghiep-rieng-le-188230721094735445.chn,Nhà đầu tư vẫn cần tìm hiểu kỹ trong việc giao dịch trái phiếu doanh nghiệp riêng lẻ
Thị trường chứng khoán,21-07-2023 - 08:00 AM,https://cafef.vn/vi-sao-chung-khoan-hoi-phuc-som-hon-su-xac-nhan-cua-so-lieu-kinh-te-188230720222127934.chn,Vì sao chứng khoán hồi phục sớm hơn sự xác nhận của số liệu kinh tế?
Thị trường chứng khoán,21-07-2023 - 07:57 AM,https://cafef.vn/lich-su-kien-va-tin-van-chung-khoan-ngay-21-7-188230721074516492.chn,Lịch sự kiện và tin vắn chứng khoán ngày 21/7
Thị trường chứng khoán,21-07-2023 - 12:41 AM,https://cafef.vn/chung-khoan-vietcap-vci-lai-truoc-thue-131-ty-dong-trong-quy-2-188230721004123373.chn,Chứng khoán Vietcap (VCI) lãi trước thuế 131 tỷ đồng trong quý 2
